,start_date,end_date,risk_level,quantity_recovered,url,states,0,0
277,2013-01-23,2014-03-07,Low,142445.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-frozen-pizzas-due-possible-foreign-matter-contamination,,frozen pizzas,possible foreign matter contamination
278,2013-01-24,2015-03-24,High,0.0,https://www.fsis.usda.gov/recalls-alerts/michigan-retail-store-recalls-ground-beef-products-due-possible-salmonella,Michigan,ground beef products,possible salmonella contamination
279,2013-01-24,2016-08-29,High,1168.0,https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-ready-eat-pork-products-due-possible-salmonella-contamination,"Louisiana, Texas",ready-to-eat pork products,possible salmonella contamination
280,2013-01-25,2015-03-24,High,0.0,https://www.fsis.usda.gov/recalls-alerts/michigan-retail-store-recalls-ground-beef-products-due-possible-salmonella-0,Michigan,ground beef products,possible salmonella contamination
281,2013-01-25,2015-03-24,High,2603.0,https://www.fsis.usda.gov/recalls-alerts/oklahoma-firm-recalls-chicken-fried-chicken-breasts-may-contain-foreign-materials,"Kansas, Louisiana, Missouri, Oklahoma, Texas",chicken fried chicken breasts,may contain foreign materials
282,2013-01-28,2016-08-29,Low,31.0,https://www.fsis.usda.gov/recalls-alerts/new-mexico-firm-recalls-beef-jerky-products-due-misbranding-and-undeclared-allergen,Texas,beef jerky products,misbranding and an undeclared allergen
283,2013-01-30,2015-03-24,High,942.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-veal-trimmings-due-possible-e.-coli-o157h7-contamination,,veal trimmings,possible e. coli o157:h7 contamination
284,2013-01-31,2016-08-22,Low,668.0,https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-chicken-and-pork-tamale-products-due-misbranding-and-undeclared,Texas,chicken and pork tamale products,misbranding and undeclared allergens
285,2013-02-02,2014-10-15,High,1534.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-liver-pate-due-misbranding-and-undeclared-allergen,,liver pate,misbranding and an undeclared allergen
286,2013-02-08,2014-06-05,High,,https://www.fsis.usda.gov/recalls-alerts/ok-firm-recalls-country-fried-steaks,,,
287,2013-02-14,2015-03-24,High,217.0,https://www.fsis.usda.gov/recalls-alerts/illinois-firm-recalls-ready-eat-roast-beef-products-due-potential-listeria,Illinois,ready-to-eat roast beef products,potential listeria monocytogenes contamination
288,2013-02-21,2015-03-24,Low,15102.0,https://www.fsis.usda.gov/recalls-alerts/virginia-firm-recalls-pork-sausage-product-may-contain-foreign-materials,Alabama,pork sausage product,may contain foreign materials
289,2013-02-27,2015-03-24,Low,2281.0,https://www.fsis.usda.gov/recalls-alerts/new-jersey-firm-recalls-chicken-sausage-product-may-contain-foreign-materials,New Jersey,chicken sausage product,may contain foreign materials
290,2013-03-02,2015-03-24,High,3417.0,https://www.fsis.usda.gov/recalls-alerts/michigan-firm-recalls-ham-products-were-produced-without-haccp-plan,"Michigan, Indiana",ham products,were produced without a haccp plan
291,2013-03-06,2013-08-16,Low,25137.0,https://www.fsis.usda.gov/recalls-alerts/ohio-firm-recalls-bolognese-sauce-products-due-undeclared-allergens-and-misbranding,"Ohio, Pennsylvania",bolognese sauce products,undeclared allergens and misbranding
292,2013-03-12,2015-03-24,High,6120.0,https://www.fsis.usda.gov/recalls-alerts/arkansas-firm-recalls-chicken-polish-sausage-and-chicken-breakfast-link-products-due,Michigan,chicken polish sausage and chicken breakfast link products,potential listeria monocytogenes contamination
293,2013-03-15,2015-03-24,High,125.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-pork-products-were-produced-without-haccp-plan,Kansas,pork products,were produced without a haccp plan
294,2013-03-15,2015-03-24,Marginal,11340.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-023-2013,"Florida, Georgia, North Carolina, South Carolina, Virginia",,
295,2013-03-25,2016-08-22,Low,5.0,https://www.fsis.usda.gov/recalls-alerts/minnesota-firm-recalls-bone-ribeye-may-contain-specified-risk-materials,New York,bone-in ribeye,may contain specified risk materials
296,2013-03-28,2016-06-15,High,0.0,https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-frozen-mini-quesadilla-pizza-cheese-steak-and-other-snack,,"frozen mini quesadilla, pizza, cheese steak and other snack products",possible e. coli o121 contamination
297,2013-04-02,2014-07-30,High,65690.0,https://www.fsis.usda.gov/recalls-alerts/arkansas-firm-recalls-breaded-chicken-products-due-undeclared-allergen-and,,breaded chicken products,undeclared allergen and misbranding
298,2013-04-04,2016-06-15,High,0.0,https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-additional-frozen-mini-meals-and-other-snack-products-due,,additional frozen mini meals and other snack products,possible e. coli o121 contamination
299,2013-04-10,2014-06-03,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/iowa-firm-recalls-pork-jerky-product-due-misbranding-and-undeclared-allergen,,pork jerky product,misbranding and undeclared allergen
300,2013-04-10,2016-10-05,High,189117.0,https://www.fsis.usda.gov/recalls-alerts/louisiana-firm-recalls-roast-beef-deli-meat-due-possible-listeria-monocytogenes,"Alabama, Florida, Illinois, Louisiana, Mississippi, Oklahoma, Tennessee, Texas",roast beef deli meat,possible listeria monocytogenes contamination
301,2013-04-12,2016-10-05,High,189117.0,https://www.fsis.usda.gov/recalls-alerts/louisiana-firm-recalls-cooked-meat-poultry-and-deli-products-due-possible-listeria,"Alabama, Arkansas, Florida, Georgia, Illinois, Kentucky, Louisiana, Mississippi, Missouri, Oklahoma, South Carolina, Tennessee, Texas","cooked meat, poultry, and deli products",possible listeria monocytogenes contamination
302,2013-05-01,2013-10-22,High,7533.0,https://www.fsis.usda.gov/recalls-alerts/new-jersey-firm-recalls-frozen-pasta-products-produced-without-benefit-inspection,"Florida, Massachusetts, New Jersey, New York",frozen pasta products,produced without benefit of inspection
303,2013-05-02,2014-06-16,High,96999.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-frozen-pizzas-due-possible-foreign-matter-contamination,,frozen pizzas,possible foreign matter contamination
304,2013-05-02,2015-03-24,High,234.0,https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-fresh-mozzarella-chorizo-cilantro-products-due-misbranding-and,"New Jersey, New York",fresh mozzarella with chorizo & cilantro products,misbranding and undeclared allergen
305,2013-05-02,2016-06-17,High,67.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-meatballs-due-possible-listeria-monocytogenes-contamination,Louisiana,meatballs,possible listeria monocytogenes contamination
306,2013-05-07,2013-06-14,High,248.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-ready-eat-smoked-pork-sausage-products-produced-without,California,ready-to-eat smoked pork sausage products,produced without the benefit of inspection
307,2013-05-10,2015-03-24,High,680.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-pork-pie-products-due-misbranding-and-undeclared-allergens,,pork pie products,misbranding and undeclared allergens
308,2013-05-10,2016-08-29,High,1105.0,https://www.fsis.usda.gov/recalls-alerts/louisiana-firm-recalls-stew-products-due-misbranding-and-undeclared-allergens,"Louisiana, Mississippi, Texas",stew products,misbranding and undeclared allergens
309,2013-05-21,2018-05-10,Low,902.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-ready-eat-grilled-chicken-strips-due-misbranding-and,"Arizona, California, Hawaii, Nevada, Oregon, Utah, Washington",ready-to-eat grilled chicken strips,misbranding and undeclared allergens
310,2013-06-03,2015-03-24,High,140.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-lasagna-products-due-misbranding-and-undeclared-allergen,"Kansas, Missouri",lasagna products,misbranding and undeclared allergen
311,2013-06-12,2013-07-16,Low,320.0,https://www.fsis.usda.gov/recalls-alerts/alabama-firm-recalls-beef-jerky-products-due-misbranding-and-undeclared-allergen,,beef jerky products,misbranding and undeclared allergen
312,2013-06-12,2015-03-24,High,1142.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-salad-product-containing-chicken-due-misbranding-and,"California, Nevada",salad product containing chicken,misbranding and undeclared allergen
313,2013-06-18,2015-03-24,High,5090.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-ground-beef-products-due-possible-e.-coli-o157h7-contamination-0,"Arizona, Arkansas, Georgia, Illinois, Kansas, Kentucky, Louisiana, Mississippi, Missouri, Oklahoma, Tennessee, Texas",ground beef products,possible e. coli o157:h7 contamination
314,2013-06-19,2015-03-24,Low,18000.0,https://www.fsis.usda.gov/recalls-alerts/georgia-firm-recalls-mechanically-separated-chicken-product-may-contain-plastic,,mechanically separated chicken product,may contain plastic
315,2013-06-26,2015-03-24,Low,8616.0,https://www.fsis.usda.gov/recalls-alerts/florida-firm-recalls-blue-cheese-chicken-dip-products-due-misbranding-and-undeclared,"Florida, Georgia, Illinois, Missouri, Ohio",blue cheese chicken dip products,misbranding and undeclared allergen
316,2013-07-31,2015-03-24,High,49136.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-ground-beef-products-due-possible-e.-coli-o157h7-contamination,,ground beef products,possible e. coli o157:h7 contamination
317,2013-07-31,2015-03-24,High,527.0,https://www.fsis.usda.gov/recalls-alerts/mississippi-firm-recalls-frozen-chicken-meals-due-misbranding-and-undeclared,,frozen chicken meals,misbranding and undeclared allergen
318,2013-08-09,2015-03-24,High,1500.0,https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-boneless-veal-products-due-possible-e.-coli-contamination,"New York, California",boneless veal products,possible e. coli contamination
319,2013-08-23,2015-03-24,Low,4947.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-cured-pork-products-due-misbranding-and-undeclared-allergen,,cured pork products,misbranding and undeclared allergen
320,2013-08-28,2015-03-24,High,13.0,https://www.fsis.usda.gov/recalls-alerts/west-virginia-firm-recalls-beef-jerky-products-due-processing-deviation,West Virginia,beef jerky products,processing deviation
321,2013-08-28,2015-03-24,High,9542.0,https://www.fsis.usda.gov/recalls-alerts/florida-firm-recalls-beef-pattie-and-chub-products-due-misbranding-and-undeclared,,beef pattie and chub products,misbranding and undeclared allergen
322,2013-08-29,2015-03-23,Low,4947.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-additional-pork-products-due-misbranding-and-undeclared,,additional pork products,misbranding and undeclared allergens
323,2013-08-30,2015-11-23,High,41400.0,https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-canned-pasta-due-misbranding-and-undeclared-allergen,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi",canned pasta,misbranding and undeclared allergen
324,2013-09-06,2015-03-24,High,390.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-calzone-products-due-misbranding-and-undeclared-allergen,California,calzone products,misbranding and undeclared allergen
325,2013-09-12,2015-03-24,High,60.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-beef-products-due-possible-e.-coli-o157h7-contamination,Texas,beef products,possible e. coli o157:h7 contamination
326,2013-09-13,2015-03-23,High,390.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-chicken-provance-french-puff-pastry-due-misbranding-and,California,chicken provance french puff pastry,misbranding and undeclared allergen
327,2013-09-16,2015-03-24,High,2509.0,https://www.fsis.usda.gov/recalls-alerts/oregon-firm-recalls-meat-and-poultry-ravioli-products-produced-without-benefit-0,"Oregon, Washington",meat and poultry ravioli products,produced without benefit of inspection
328,2013-09-19,2015-03-24,High,48760.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-ground-beef-products-may-contain-foreign-materials,"Arkansas, California, Montana, Texas",ground beef products,may contain foreign materials
329,2013-09-25,2015-03-24,High,2509.0,https://www.fsis.usda.gov/recalls-alerts/oregon-firm-recalls-meat-and-poultry-ravioli-products-produced-without-benefit,"Oregon, Washington",meat and poultry ravioli products,produced without benefit of inspection
330,2013-09-25,2015-10-29,High,107206.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-ready-eat-chicken-and-ham-products-due-potential-listeria-1,,ready-to-eat chicken and ham products,potential listeria monocytogenes contamination
331,2013-09-27,2016-09-08,Low,923.0,https://www.fsis.usda.gov/recalls-alerts/minnesota-firm-recalls-pizza-products-due-misbranding-and-undeclared-allergen,Minnesota,pizza products,misbranding and undeclared allergen
332,2013-10-01,2015-03-23,Marginal,74120.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-057-2013,"Arkansas, Nebraska, North Carolina",,
333,2013-10-07,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-chicken-products-produced-three-foster-farms,"California, Oregon, Washington",chicken products,produced at three foster farms facilities
334,2013-10-12,2015-03-23,High,1260.0,https://www.fsis.usda.gov/recalls-alerts/california-wholesale-store-recalls-rotisserie-chicken-products-due-possible-0,California,rotisserie chicken products,possible salmonella heidelberg contamination
335,2013-10-17,2015-03-24,High,1260.0,https://www.fsis.usda.gov/recalls-alerts/california-wholesale-store-recalls-rotisserie-chicken-products-due-possible,California,rotisserie chicken products,possible salmonella contamination
336,2013-10-17,2015-10-29,High,107206.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-ready-eat-chicken-and-ham-products-due-potential-listeria-0,,ready-to-eat chicken and ham products,potential listeria monocytogenes contamination
337,2013-10-22,2016-06-17,High,315989.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-chicken-ham-and-beef-products-due-potential-listeria-1,,"chicken, ham and beef products",potential listeria monocytogenes contamination
338,2013-10-22,2016-10-25,High,604.0,https://www.fsis.usda.gov/recalls-alerts/minnesota-firm-recalls-ground-beef-product-due-possible-e.-coli-o157h7-contamination,Minnesota,ground beef product,possible e. coli o157:h7 contamination
339,2013-10-24,2015-03-24,High,1930.0,https://www.fsis.usda.gov/recalls-alerts/massachusetts-firm-recalls-usda-regulated-ready-eat-products-possible-listeria,"Massachusetts, New Hampshire",usda-regulated ready-to-eat products,for possible listeria contamination
340,2013-10-25,2015-03-23,High,2602.0,https://www.fsis.usda.gov/recalls-alerts/maryland-firm-recalls-broccoli-salad-kits-possible-listeria-contamination,"Connecticut, Delaware, Maryland, Massachusetts, New Jersey, New York, Vermont",,
341,2013-10-25,2015-10-29,High,107206.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-ready-eat-chicken-and-ham-products-due-potential-listeria,,ready-to-eat chicken and ham products,potential listeria monocytogenes contamination
342,2013-10-26,2015-03-24,Low,113.0,https://www.fsis.usda.gov/recalls-alerts/california-importer-recalls-salami-products-were-not-presented-usda-reinspection,"Arizona, California",salami products,usda for reinspection
343,2013-10-26,2016-06-17,High,315989.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-chicken-ham-and-beef-products-due-potential-listeria-0,,"chicken, ham and beef products",potential listeria monocytogenes contamination
344,2013-10-29,2014-04-09,High,2602.0,https://www.fsis.usda.gov/recalls-alerts/maryland-and-texas-firms-recall-broccoli-salad-kits-dressing-possible-listeria,"Maryland, Massachusetts, New Jersey, New York, Pennsylvania, Texas, Virginia",,
345,2013-11-04,2016-06-17,High,315989.0,https://www.fsis.usda.gov/recalls-alerts/kansas-firm-recalls-chicken-ham-and-beef-products-due-potential-listeria,,"chicken, ham and beef products",potential listeria monocytogenes contamination
346,2013-11-07,2013-12-04,Marginal,1.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-064-2013,California,,
347,2013-11-10,2015-03-24,High,112.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-grilled-chicken-salad-products-due-possible-e.-coli-o157h7,"Arizona, California, Nevada, New Mexico, Oregon, Texas, Utah, Washington",grilled chicken salad products,possible e. coli o157:h7 contamination
348,2013-11-13,2016-08-29,High,5.0,https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-various-raw-poultry-products-produced-without-benefit-inspection,Texas,various raw poultry products,produced without the benefit of inspection
349,2013-11-22,2014-01-10,High,3122.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-bolognese-sauce-products-due-undeclared-allergen-and,California,bolognese sauce products,undeclared allergen and misbranding
350,2013-11-22,2015-03-24,High,37064.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-frozen-chicken-products-due-misbranding-and-undeclared,Nebraska,frozen chicken products,misbranding and undeclared allergen
351,2013-11-22,2016-08-29,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/utah-firm-recalls-fully-cooked-not-shelf-stable-ready-eat-pork-roast-products,,"fully-cooked-not-shelf-stable, ready-to-eat pork roast products",produced under the wrong haccp plan and for mislabeling
352,2013-11-27,2014-03-03,Marginal,1429.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-070-2013,,,
353,2013-12-06,2015-03-24,Low,4656.0,https://www.fsis.usda.gov/recalls-alerts/washington-firm-recalls-chicken-noodle-soup-due-misbranding-and-undeclared-allergen,"Arizona, California, Colorado, Indiana, Oregon, Texas, Utah, Washington",chicken noodle soup,misbranding and undeclared allergen
354,2013-12-06,2016-10-31,High,0.0,https://www.fsis.usda.gov/recalls-alerts/ontario-canada-firm-recalls-prosciutto-ham-product-possible-listeria-monocytogenes,"California, Michigan",,
355,2013-12-09,2015-03-24,High,14415.0,https://www.fsis.usda.gov/recalls-alerts/colorado-firm-recalls-meat-and-poultry-products-were-produced-under-insanitary-1,"Colorado, Nebraska, New Mexico, Utah, Wyoming",meat and poultry products,were produced under insanitary conditions
356,2013-12-12,2016-09-19,High,14415.0,https://www.fsis.usda.gov/recalls-alerts/colorado-firm-recalls-meat-and-poultry-products-were-produced-under-insanitary-0,"Colorado, Nebraska, New Mexico, Utah, Wyoming",meat and poultry products,were produced under insanitary conditions
357,2013-12-16,2015-03-24,High,14415.0,https://www.fsis.usda.gov/recalls-alerts/colorado-firm-recalls-meat-and-poultry-products-were-produced-under-insanitary,"Colorado, Nebraska, New Mexico, Utah, Wyoming",meat and poultry products,were produced under insanitary conditions
358,2013-12-19,2015-03-24,High,740.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-dried-sausage-products-due-possible-contamination,"Arizona, California, Oklahoma, Nevada, Texas",dried sausage products,possible contamination with staphylococcus aureus enterotoxin
359,2013-12-20,2016-10-11,High,0.0,https://www.fsis.usda.gov/recalls-alerts/hawaii-firm-recalls-frozen-raw-chicken-products-due-possible-temperature-abuse,Hawaii,"frozen, raw chicken products",possible temperature abuse
360,2013-12-24,2016-10-11,High,0.0,https://www.fsis.usda.gov/recalls-alerts/hawaii-firm-recalls-additional-frozen-raw-chicken-products-due-possible-temperature,Hawaii,"additional frozen, raw chicken products",possible temperature abuse
361,2014-01-10,2016-08-03,High,0.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-mechanically-separated-chicken-products-due-possible,,mechanically separated chicken products,possible salmonella heidelberg contamination
362,2014-01-13,,High,,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-various-meat-products-produced-without-benefit-full-0,California,various meat products,produced without the benefit of full inspection
363,2014-01-15,2017-01-13,High,80.0,https://www.fsis.usda.gov/recalls-alerts/north-dakota-firm-recalls-beef-franks-due-misbranding-and-undeclared-allergen,"Montana, North Dakota, Washington",beef franks,misbranding and undeclared allergen
364,2014-01-16,,High,,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-various-meat-products-produced-without-benefit-full,California,various meat products,produced without the benefit of full inspection
365,2014-01-17,2015-03-24,Low,11852.0,https://www.fsis.usda.gov/recalls-alerts/colorado-firm-recalls-beef-and-pork-products-due-misbranding-and-undeclared-allergen,"California, Colorado, Illinois",beef and pork products,misbranding and undeclared allergen
366,2014-01-17,2016-06-08,High,18997.0,https://www.fsis.usda.gov/recalls-alerts/illinois-firm-recalls-sliced-spiral-hams-possible-listeria-contamination,"Illinois, Indiana, Kentucky, Ohio",,
367,2014-01-19,2016-06-08,Low,339814.0,https://www.fsis.usda.gov/recalls-alerts/kentucky-firm-recalls-cheeseburger-mac-products-due-misbranding-and-undeclared,,cheeseburger mac products,misbranding and undeclared allergens
368,2014-01-27,2016-06-08,Low,154110.0,https://www.fsis.usda.gov/recalls-alerts/arkansas-firm-recalls-frozen-chicken-products-due-misbranding-and-undeclared,,frozen chicken products,misbranding and undeclared allergens
369,2014-01-30,2017-01-12,High,0.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-chicken-salad-products-due-misbranding-and-undeclared-allergen,"Illinois, Kansas, Missouri, Oklahoma",chicken salad products,misbranding and undeclared allergen
370,2014-02-01,2016-06-08,Low,1804.0,https://www.fsis.usda.gov/recalls-alerts/colorado-firm-recalls-various-meat-products-due-soy-lecithin,,various meat products,soy lecithin
371,2014-02-04,2016-06-08,High,27068.0,https://www.fsis.usda.gov/recalls-alerts/pennsylvania-firm-recalls-chicken-noodle-soup-due-misbranding-and-undeclared,Puerto Rico,chicken noodle soup,misbranding and undeclared allergens
372,2014-02-04,2017-04-13,High,4159.0,https://www.fsis.usda.gov/recalls-alerts/texas-firm-recalls-beef-products-due-possible-e.-coli-contamination,"Arizona, Oklahoma, Puerto Rico, Texas",beef products,possible e. coli contamination
373,2014-02-08,2017-01-20,High,365.0,https://www.fsis.usda.gov/recalls-alerts/wyoming-firm-recalls-beef-jerky-products-due-processing-deviation,"Colorado, Utah, Washington, Wyoming",beef jerky products,a processing deviation
374,2014-02-11,2016-06-08,Low,65000.0,https://www.fsis.usda.gov/recalls-alerts/utah-firm-recalls-various-beef-jerky-products-due-misbranding-and-undeclared,,various beef jerky products,misbranding and undeclared allergen
375,2014-02-14,,High,,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-unwholesome-meat-products-produced-without-benefit-full-0,"California, Florida, Illinois, Oregon, Texas, Washington, California, Florida, Illinois, Oregon, Texas, Washington",unwholesome meat products,produced without the benefit of full inspection
376,2014-02-15,2016-11-10,High,31804.0,https://www.fsis.usda.gov/recalls-alerts/washington-firm-recalls-dried-egg-products-due-possible-salmonella-contamination-0,,dried egg products,possible salmonella contamination
377,2014-02-18,,High,,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-unwholesome-meat-products-produced-without-benefit-full,"California, Florida, Illinois, Oregon, Texas, Washington",unwholesome meat products,produced without the benefit of full inspection
378,2014-02-26,2016-06-08,Low,1440.0,https://www.fsis.usda.gov/recalls-alerts/canadian-firm-recalls-various-meat-products-without-import-inspection,"Arizona, California, Florida",various meat products,without import inspection
379,2014-02-26,2016-06-08,High,4362.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-canadian-liver-pte-products-produced-without-import,"Connecticut, Florida, Georgia, Illinois, Maryland, Massachusetts, Michigan, Missouri, New Jersey, New York, Pennsylvania, South Carolina, Virginia","canadian liver p,te products",produced without import inspection
380,2014-03-07,2016-06-08,High,800.0,https://www.fsis.usda.gov/recalls-alerts/arkansas-firm-recalls-chicken-products-due-misbranding-and-undeclared-allergen,"Tennessee, Iowa",chicken products,misbranding and undeclared allergen
381,2014-03-26,,,,https://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-processed-egg-products-unfit-human-consumption,,egg products,unfit for human consumption
382,2014-04-01,2016-09-08,High,0.0,https://www.fsis.usda.gov/recalls-alerts/oklahoma-firm-recalls-chicken-products-due-misbranding-and-undeclared-allergens,"Arkansas, Colorado, Iowa, Illinois, Indiana, Kansas, Montana, Nebraska, North Dakota, New Mexico, New York, Oklahoma, Texas, Utah, Virginia",chicken products,misbranding and undeclared allergens
383,2014-04-02,2016-07-06,High,643.0,https://www.fsis.usda.gov/recalls-alerts/colorado-firm-recalls-fettuccini-alfredo-chicken-products-due-misbranding-and,,fettuccini alfredo with chicken products,misbranding and undeclared allergens
384,2014-04-04,2016-07-14,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-chicken-nugget-products-due-possible-foreign-matter,"Arkansas, Indiana",chicken nugget products,possible foreign matter contamination
385,2014-04-14,2016-12-13,High,31804.0,https://www.fsis.usda.gov/recalls-alerts/washington-firm-recalls-dried-egg-products-due-possible-salmonella-contamination,,dried egg products,possible salmonella contamination
386,2014-04-17,2017-04-12,Low,3968.0,https://www.fsis.usda.gov/recalls-alerts/wisconsin-firm-recalls-salami-type-products-misbranded-usda-mark-inspection,,salami type products,misbranded with usda mark of inspection
387,2014-04-19,2016-06-08,High,3740.0,https://www.fsis.usda.gov/recalls-alerts/georgia-firm-recalls-chicken-breast-tenders-products-due-misbranding-and-undeclared,,chicken breast tenders products,misbranding and undeclared allergens
388,2014-04-20,2016-08-16,High,10395.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-hot-dog-products-due-misbranding-and-undeclared-allergens,,hot dog products,misbranding and undeclared allergens
389,2014-04-24,2017-06-13,High,36.0,https://www.fsis.usda.gov/recalls-alerts/ontario-firm-recalls-baby-back-ribs-produced-without-import-inspection,New York,,
390,2014-04-25,2016-06-14,Low,129.0,https://www.fsis.usda.gov/recalls-alerts/kentucky-firm-recalls-pork-products-due-misbranding-and-undeclared-allergen,Kentucky,pork products,misbranding and undeclared allergen
391,2014-05-03,2016-08-03,High,70.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-curry-chicken-salad-possible-listeria-contamination,"Illinois, Indiana, Iowa, Missouri, Wisconsin",,
392,2014-05-16,2016-06-14,High,1098.0,https://www.fsis.usda.gov/recalls-alerts/new-york-firm-recalls-pork-and-poultry-products-due-lack-inspection,,pork and poultry products,lack of inspection
393,2014-05-16,2016-06-14,Marginal,3311.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-029-2014-pork-products,,,
394,2014-05-19,2016-06-14,High,35024.0,https://www.fsis.usda.gov/recalls-alerts/michigan-firm-recalls-ground-beef-products-due-possible-e.-coli-o157h7,,ground beef products,possible e. coli o157:h7
395,2014-05-21,2016-06-14,High,15070.0,https://www.fsis.usda.gov/recalls-alerts/georgia-firm-recalls-chicken-breast-and-tender-products-due-misbranding-and,,chicken breast and tender products,misbranding and undeclared allergens
396,2014-05-23,2016-06-14,High,1019.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-beef-products-due-misbranding-and-undeclared-allergen,California,beef products,misbranding and undeclared allergen
397,2014-05-29,2016-06-14,Low,120.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-033-2014-boneless-skinless-chicken-breasts,Colorado,,
398,2014-06-11,2016-08-03,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/missouri-firm-recalls-ribeye-and-carcass-products-may-contain-specified-risk,"New York, Connecticut, Missouri",ribeye and carcass products,may contain specified risk materials
399,2014-06-13,2016-06-14,High,3450.0,https://www.fsis.usda.gov/recalls-alerts/illinois-firm-recalls-turkey-base-product-due-misbranding-and-undeclared-allergen,"Florida, Illinois, Oregon, Pennsylvania, Virginia, Wisconsin",turkey base product,misbranding and undeclared allergen
400,2014-06-19,2016-06-08,High,3664.0,https://www.fsis.usda.gov/recalls-alerts/ohio-firm-recalls-chicken-pad-thai-product-due-misbranding-and-undeclared-allergen,,chicken pad thai product,misbranding and undeclared allergen
401,2014-06-19,2016-06-14,Low,0.0,https://www.fsis.usda.gov/recalls-alerts/michigan-firm-recalls-bacon-product-due-misbranding-and-undeclared-allergen,,bacon product,misbranding and undeclared allergen
402,2014-06-21,2016-06-08,High,299.0,https://www.fsis.usda.gov/recalls-alerts/california-firm-recalls-pork-mini-buns-products-due-misbranding-and-undeclared,California,pork mini buns products,misbranding and undeclared allergens
403,2014-06-25,2016-06-08,Low,34.0,https://www.fsis.usda.gov/recalls-alerts/recall-notification-report-040-2014-pork-products,"Alabama, Florida, Georgia, Louisiana, Maryland, Mississippi",,
404,2014-06-25,2016-07-05,Low,315.0,https://www.fsis.usda.gov/recalls-alerts/iowa-firm-recalls-sausage-products-containing-soy-and-wheat-due-misbranding-and,Iowa,sausage products containing soy and wheat,misbranding and undeclared allergens
